graceSku,websiteSku,family,itemName,color,capacity,coverageSource,coverageEvidenceUrl,referencePath
CMP-CLS-BLK-13-425,CP13-425Blk,Cap/Closure,Cap/Closure Black Thread 13-425,,,none,,
CMP-CLS-WHT-13-425,CP13-425Wht,Cap/Closure,Cap/Closure White Thread 13-425,,,none,,
CMP-CLS-BLK-03,CapBlackPoly22mm-400,Cap/Closure,Cap/Closure Black,,,none,,
CMP-CAP-PHN-24400-BLK,CP24-400BlkPls,Cap/Closure,Phenolic Cap 24-400 Black Taperseal,,,none,,
CMP-CLS-BLK-06,CJ30BlkCap,Cap/Closure,Cap/Closure Black,,,none,,
CMP-CLS-SLV-02,CJ30SlCap,Cap/Closure,Cap/Closure Silver,,,none,,
CMP-CLS-BLK-07,CJ40BlkCap,Cap/Closure,Cap/Closure Black,,,none,,
CMP-CLS-SLV-03,CJ40SlCap,Cap/Closure,Cap/Closure Silver,,,none,,
CMP-CLS-BLK-08,CJ5BlkCap,Cap/Closure,Cap/Closure Black,,,none,,
CMP-CLS-SLV-04,CJ5SlCap,Cap/Closure,Cap/Closure Silver,,,none,,
CMP-CLS-GLD-02,CPKeyChnGld,Cap/Closure,Cap/Closure Gold,,,none,,
CMP-CLS-GDRD,CPTslRed,Cap/Closure,Cap/Closure Gold Red,,,none,,
CMP-DRP-AMB,Droppers1ozElg,Dropper,Dropper Amber,,,none,,
CMP-ROC-WHT-03,CPWhite1Oz,Roll-On Cap,Roll-On Cap White,,,none,,
CMP-SPR-MTCP-13-415-01,13-415CAP4SpryCuMt,Sprayer,Sprayer Matte Copper Thread 13-415,Matte Copper,0 ml (0 oz),none,,
CMP-SPR-MTGD-18-415-01,18-415CAP4SpryMtGl,Sprayer,Sprayer Matte Gold Thread 18-415,Matte Gold,0 ml (0 oz),none,,
CMP-SPR-MTSL-13-415-01,13-415CAP4SprySlMt,Sprayer,Sprayer Matte Silver Thread 13-415,Matte Silver,0 ml (0 oz),none,,
CMP-SPR-SHBK-18-415-01,18-415CAP4SpryShnBlk,Sprayer,Sprayer Shiny Black Thread 18-415,Shiny Black,0 ml (0 oz),none,,
CMP-SPR-SHGD-13-415-01,13-415CAP4SpryGlSh,Sprayer,Sprayer Shiny Gold Thread 13-415,Shiny Gold,0 ml (0 oz),none,,
